일자,요일,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,조식메뉴,중식메뉴,석식메뉴,중식계,석식계,month,조식메뉴_Main,중식메뉴_Main,석식메뉴_Main
2016-05-12,목,2635,71,274,315,0.0,모닝롤/참치샌드 우유/주스 계란후라이 야채죽/쌀밥  북어계란국 취나물 포기김치  ,쌀밥/잡곡밥  오징어국 찜닭 꽃맛살볶음 통도라지구이 포기김치  ,돈까스김밥  잔치국수 멕시칸샐러드 마늘쫑무침 컵주스 포기김치  ,753.0,532.0,5,취나물,찜닭,돈까스김밥
2016-05-13,금,2635,185,268,80,0.0,모닝롤/치즈프레즐 우유/주스 계란후라이 흑임자죽/쌀밥  아욱국 노각무침 포기김치  ,쌀밥/잡곡밥  된장찌개 매운돼지갈비찜 해물파전 치커리유자생채 배추겉절이  ,쌀밥/잡곡밥  쇠고기무국 코다리강정 잡채 얼갈이나물 포기김치  ,761.0,517.0,5,노각무침,치커리유자생채,잡채
2016-05-16,월,2635,99,216,368,0.0,모닝롤/프렌치토스트 우유/주스 계란후라이 잣죽/쌀밥  연두부탕 김자반 포기김치  ,쌀밥/잡곡밥  감자고추장찌개 돈육굴소스볶음 계란찜 꽃상추무침 포기김치  ,쌀밥/잡곡밥  닭곰탕 주꾸미볶음 두부계란부침 부추생채 포기김치  ,1180.0,594.0,5,연두부탕,감자고추장찌개,닭곰탕
2016-05-17,화,2635,41,254,377,0.0,모닝롤/햄치즈샌드 우유/주스 스크램블에그 새우살죽/쌀밥  콩나물국 느타리볶음 포기김치  ,쌀밥/잡곡밥  들깨버섯탕 고등어김치말이 고기전 비름나물 깍두기  ,유부초밥  우동 떡볶이 군만두 또띠아칩/오렌지 포기김치  ,899.0,633.0,5,느타리볶음,들깨버섯탕,또띠아칩
2016-05-18,수,2635,71,257,0,0.0,모닝롤/단팥빵 우유/주스 계란후라이 쇠고기죽/쌀밥  민물새우찌개 어묵볶음 포기김치  ,산채비빔밥  미소장국 치킨핑거 연근땅콩조림 요플레 포기김치  ,쌀밥/잡곡밥  뼈해장국 황태양념구이 메추리알조림 시금치무침 석박지  ,856.0,456.0,5,어묵볶음,산채비빔밥,시금치무침
2016-05-19,목,2635,65,266,264,0.0,모닝롤/씨크립샌드 우유/주스 스크램블에그 양송이죽/쌀밥  대구찌개 명엽채무침 포기김치  ,쌀밥/잡곡밥  열무된장국 미니채소떡갈비 골뱅이무침*소면 숙주나물 포기김치  ,새우살볶음밥  팽이장국 사천식탕수육 콩나물무침 슈크림 포기김치  ,898.0,529.0,5,대구찌개,미니채소떡갈비,새우살볶음밥
2016-05-20,금,2635,169,287,56,0.0,모닝롤/고구마파이 우유/주스 계란후라이 단호박죽/쌀밥  근대국 머위대나물 포기김치  ,쌀밥/잡곡밥  순두부찌개 닭오븐구이 새송이버섯전 불미나리무침 포기김치  ,쌀밥/잡곡밥  육개장 꽁치허브구이 비엔나케찹볶음 참나물무침 포기김치  ,653.0,487.0,5,머위대나물,불미나리무침,꽁치허브구이
2016-05-23,월,2635,88,203,362,0.0,모닝롤/마늘빵 우유/주스 계란후라이 땅콩죽/쌀밥  얼갈이된장국 미역레몬초무침 포기김치  ,쌀밥/잡곡밥  북어콩나물국 쇠고기불고기  옥수수전 오이무침 포기김치  ,쌀밥/잡곡밥  수제비국 데리야끼파닭 새송이버섯볶음 아삭고추무침 포기김치  ,1160.0,613.0,5,미역레몬초무침,쇠고기불고기,데리야끼파닭
2016-05-24,화,2635,74,234,310,0.0,모닝롤/인절미토스트 우유/주스 스크램블에그 녹두죽/쌀밥  콩나물국 김구이 포기김치  ,쌀밥/잡곡밥  한방갈비탕  꼬지삼색전 오징어숙회무침 치커리생채 석박지  ,참치회덮밥  맑은국 고구마치즈구이 락교 방울토마토 포기김치  ,1107.0,465.0,5,인절미토스트,꼬지삼색전,방울토마토
2016-05-25,수,2635,72,258,0,0.0,모닝롤/야채샌드 우유/주스 계란후라이 김치죽/쌀밥  올갱이아욱국 검정콩조림 열무김치  ,낙지볶음밥  미역장국 탕수어  우엉조림 매실주스 포기김치  ,쌀밥/잡곡밥 된장찌개 등갈비김치찜  해물까스*탈탈소스 도라지나물 오이소박이  ,938.0,454.0,5,올갱이아욱국,낙지볶음밥,도라지나물
2016-05-26,목,2635,64,285,227,0.0,모닝롤/베이글 우유/주스 스크램블에그 소라살죽/쌀밥 어묵국 마늘쫑무침 포기김치  ,쌀밥/잡곡밥  쇠고기해장국  갈치구이 비엔나감자볶음 무생채 포기김치  ,짜장잡채밥 계란파국 춘권*칠리소스 과일샐러드 쨔샤이무침 포기김치  ,783.0,520.0,5,소라살죽,쇠고기해장국,짜장잡채밥
2016-05-27,금,2635,163,291,61,0.0,모닝롤/식빵피자 우유/주스 계란후라이 밤죽/쌀밥 피바지락국 브로컬리초장 포기김치  ,쌀밥/잡곡밥  배추된장국 닭양념조림  동그랑땡전 고구마순나물 깍두기  ,쌀밥/잡곡밥  꽃게탕 돈육청경채볶음  계란말이 연두부*새싹장 포기김치  ,660.0,493.0,5,브로컬리초장,닭양념조림,돈육청경채볶음
2016-05-30,월,2635,73,215,291,0.0,모닝롤/카스텔라 우유/주스 계란후라이 흑임자죽/쌀밥 미역국 멸치캐슈넛볶음 포기김치  ,쌀밥/잡곡밥  콩나물김치국 누룽지탕수육  명태조림 오이도라지생채 포기김치  ,쌀밥/잡곡밥  해물순두부찌개 미니함박조림  도토리묵무침 숙주나물 포기김치  ,1231.0,631.0,5,멸치캐슈넛볶음,명태조림,해물순두부찌개
2016-05-31,화,2635,50,250,185,0.0,모닝롤/치킨샌드 우유/주스 계란후라이 새우살죽/쌀밥 쇠고기무국  가지나물 포기김치  ,쌀밥/잡곡밥  근대된장국 닭갈비  잡채 깻잎양념지 포기김치  ,참치주먹밥  쌀국수  수제고로케*케찹 꽃맛살샐러드 무피클 포기김치  ,921.0,535.0,5,치킨샌드,깻잎양념지,케찹
2016-06-01,수,2637,75,245,0,0.0,모닝롤/브라우니 우유/주스 계란후라이 팥죽/쌀밥 홍초콩나물국 김자반 포기김치  ,열무비빔밥  강된장찌개 오징어튀김 궁중떡볶이 음료 포기김치  ,쌀밥/잡곡밥  어묵국 고추장불고기  감자채햄볶음 양배추쌈 포기김치  ,916.0,490.0,6,홍초콩나물국,강된장찌개,감자채햄볶음
2016-06-02,목,2637,81,258,301,0.0,모닝롤/에그샌드 우유/주스 스크램블에그 야채죽/쌀밥 황태국 애호박나물 포기김치  ,쌀밥/잡곡밥  오이미역냉국 모둠장조림  두부구이 실곤약초무침 포기김치  ,날치알볶음밥  유부장국 고추잡채*꽃빵  땅콩조림 오렌지 배추겉절이  ,850.0,483.0,6,애호박나물,오이미역냉국,날치알볶음밥
2016-06-03,금,2637,191,268,64,0.0,모닝롤/크로와상 우유/주스 계란후라이 홍게살죽/쌀밥 무채국 사각어묵무침 열무김치  ,쌀밥/잡곡밥  차돌박이찌개  찜닭  김치전 머위대나물 포기김치  ,쌀밥/잡곡밥  시래기국 수제돈까스 단호박범벅/오이피클 주꾸미무침 포기김치  ,721.0,548.0,6,사각어묵무침,머위대나물,주꾸미무침
2016-06-07,화,2637,115,192,389,0.0,모닝롤/치즈프레즐 우유/주스 계란후라이 견과류죽/쌀밥  두부김치국 명엽채무침 포기김치  ,쌀밥/잡곡밥  북어계란국 돈육굴소스볶음 홍어채무침 가지나물 포기김치  ,콩나물밥*양념장  가쯔오장국 미트볼케찹조림 계란찜 마늘쫑무침 포기김치  ,1244.0,629.0,6,두부김치국,북어계란국,콩나물밥
2016-06-08,수,2637,58,240,0,0.0,모닝롤/바나나샌드 우유/주스 계란후라이 고구마죽/쌀밥  아욱국 오이생채 포기김치  ,쌀밥/잡곡밥  참치김치찌개 순살깐풍기 맛살콩나물냉채 브로컬리초장 깍두기  ,쌀밥/잡곡밥  육개장 자반고등어구이 우엉잡채 상추겉절이 포기김치  ,931.0,500.0,6,오이생채,맛살콩나물냉채,상추겉절이
2016-06-09,목,2637,69,252,359,0.0,모닝롤/핫도그 우유/주스 스크램블에그 늙은호박죽/쌀밥  느타리버섯국 숙주나물 포기김치  ,쌀밥/잡곡밥  매운콩나물국 돼지갈비찜 부추전 비름나물 포기김치  ,충무김밥 열무물국수 오징어무침 야채튀김 방울토마토 석박지  ,829.0,506.0,6,늙은호박죽,매운콩나물국,열무물국수
2016-06-10,금,2637,151,270,61,0.0,모닝롤/토마토샌드 우유/주스 계란후라이 참치야채죽/쌀밥  꽃게탕 취나물 포기김치  ,쌀밥/잡곡밥  된장찌개 오징어볶음 모둠소시지구이 치커리사과무침 포기김치  ,쌀밥/잡곡밥  어묵국 버섯불고기 두부조림 참나물 포기김치  ,697.0,509.0,6,참치야채죽,모둠소시지구이,두부조림
2016-06-13,월,2637,98,209,415,0.0,모닝롤/프렌치토스트 우유/주스 계란후라이 잣죽/쌀밥  쇠고기무국 멸치고추장무침 포기김치  ,쌀밥/잡곡밥  북어콩나물국 제육볶음 참치야채전 모둠쌈 포기김치  ,쌀밥/잡곡밥  들깨버섯탕 삼치데리야끼구이 햄맛살볶음 아삭고추무침 포기김치  ,1243.0,590.0,6,멸치고추장무침,북어콩나물국,햄맛살볶음
2016-06-14,화,2637,56,241,432,0.0,모닝롤/옥수수샌드 우유/주스 계란후라이 녹두죽/쌀밥  동태찌개 새송이버섯볶음 포기김치  ,쌀밥/잡곡밥  배추된장국 닭양념조림 탕평채 어묵볶음 열무김치  ,오므라이스  미소장국 훈제오리냉채 군만두 수박 포기김치  ,973.0,593.0,6,새송이버섯볶음,닭양념조림,군만두
2016-06-15,수,2637,60,260,0,0.0,모닝롤/와플 우유/주스 계란후라이 쇠고기죽/쌀밥  시금치국 감자채볶음 포기김치  ,카레덮밥  맑은국 떡갈비조림 쫄면무침 열무된장나물 포기김치  ,쌀밥/잡곡밥  닭개장 해물청경채볶음 계란말이 오이도라지생채 포기김치  ,984.0,535.0,6,시금치국,열무된장나물,오이도라지생채
2016-06-16,목,2637,73,263,336,0.0,모닝롤/베이컨샌드 우유/주스 계란후라이 표고버섯죽/쌀밥  콩나물국 고구마순나물 포기김치  ,쌀밥/잡곡밥  부대찌개 가자미양념찜 고기전 해초무침 깍두기  ,유부초밥  냉모밀국수 치킨핑거*요거트D 떡볶이 스틱단무지 포기김치  ,800.0,524.0,6,고구마순나물,가자미양념찜,요거트d
2016-06-17,금,2637,165,291,60,0.0,모닝롤/팬케익 우유/주스 계란후라이 닭죽/쌀밥  우거지해장국 느타리호박볶음 포기김치  ,쌀밥/잡곡밥  꽃게탕 돈육강정 버섯잡채 김구이 포기김치  ,쌀밥/잡곡밥  소고기미역국 유산슬 해물가스*탈탈소스 치커리유자무침 포기김치  ,694.0,484.0,6,우거지해장국,김구이,해물가스
2016-06-20,월,2637,101,257,344,0.0,모닝롤/마늘빵 우유/주스 계란후라이 야채죽/쌀밥  근대된장국 진미채무침 포기김치  ,쌀밥/잡곡밥  어묵국 레몬탕수육  명태엿장조림 시금치나물 포기김치  ,쌀밥/잡곡밥  호박잎찌개 쇠불고기  두부계란부침 부추생채 포기김치  ,1146.0,585.0,6,근대된장국,명태엿장조림,호박잎찌개
2016-06-21,화,2637,49,248,349,0.0,모닝롤/고구마샌드 우유/주스 계란후라이 흑임자죽/쌀밥  김치콩나물국  김자반 포기김치  ,쌀밥/잡곡밥  대구찌개 간장치킨  마늘쫑볶음 오이무침/치킨무 포기김치  ,김밥/맑은국  비빔국수  콘샐러드 찐햇감자 단무지 포기김치  ,1091.0,645.0,6,김치콩나물국,간장치킨,비빔국수
2016-06-22,수,2637,47,258,0,0.0,모닝롤/롤케익 우유/주스 스크램블에그 팥죽/쌀밥  오징어국 노각무침 포기김치  ,쌀밥/잡곡밥  시래기국 돈삼겹보쌈  새송이버섯전 콩나물파채무침 포기김치/상추쌈  ,쌀밥/잡곡밥  닭곰탕  찹쌀순대볶음 연근땅콩조림 브로컬리초장 포기김치  ,1022.0,467.0,6,노각무침,돈삼겹보쌈,브로컬리초장
2016-06-23,목,2637,53,271,346,0.0,모닝롤/치킨샌드  우유/주스 계란후라이 홍게살죽/쌀밥  북어계란국 검정콩조림 열무김치  ,쌀밥/잡곡밥  쇠고기무국  매콤낙지볶음  메추리알조림 숙주나물 포기김치  ,작은밥/맑은국  토마토스파게티 양송이스프 쇠고기퀘사디아  오이피클/음료 깍두기  ,877.0,588.0,6,열무김치,매콤낙지볶음,양송이스프
2016-06-24,금,2637,169,284,52,0.0,모닝롤/베이글 우유/주스 계란후라이 밤죽/쌀밥  된장찌개 비름나물 포기김치  ,쌀밥/잡곡밥  도토리묵냉국 목살데리야끼구이  골뱅이무침&소면 간장깻잎지 포기김치  ,쌀밥/잡곡밥  순두부찌개 해물누룽지탕 버섯메밀전 미역줄기 포기김치  ,805.0,475.0,6,비름나물,목살데리야끼구이,미역줄기
2016-06-27,월,2637,96,227,300,0.0,모닝롤/프렌치토스트 우유/주스 계란후라이 땅콩죽/쌀밥  북어콩나물국 쥐어채무침 포기김치  ,쌀밥/잡곡밥  배추된장국 훈제오리구이 실곤약초무침 쌈무/야채스틱 포기김치  ,쌀밥/잡곡밥  김치찌개 모둠장조림 주꾸미초무침 파래김*양념장 깍두기  ,1142.0,609.0,6,북어콩나물국,야채스틱,주꾸미초무침
2016-06-28,화,2637,63,253,226,0.0,모닝롤/햄야채샌드 우유/주스 계란후라이 녹두죽/쌀밥  새우살미역국 느타리볶음 포기김치  ,쌀밥/잡곡밥  육개장 고등어구이 닭가슴살냉채 마늘쫑무침 포기김치  ,볶음밥/짜장소스  계란국 탕수만두 멕시칸샐러드 슈크림/단무지 포기김치  ,917.0,535.0,6,햄야채샌드,닭가슴살냉채,슈크림
2016-06-29,수,2637,67,248,0,0.0,모닝롤/애플파이 우유/주스 스크램블에그 잣죽/쌀밥 동태찌개 애호박나물 포기김치  ,쌀밥/잡곡밥  콩나물국 간장돼지갈비찜 계란말이 상추겉절이 포기김치  ,쌀밥/잡곡밥  청국장찌개 아귀콩나물찜 비엔나컬리플라워볶음 우엉조림 포기김치  ,820.0,487.0,6,동태찌개,간장돼지갈비찜,우엉조림
2016-06-30,목,2637,76,247,151,0.0,모닝롤/단팥빵 우유/주스 계란후라이 단호박죽/쌀밥  소고기무국 가지나물 포기김치  ,쌀밥/잡곡밥  버섯들깨찌개 닭오븐구이 김치전 치커리사과무침 열무김치  ,주먹밥  김치말이국수 감자버터구이 견과류조림 토마토 알타리김치  ,886.0,446.0,6,소고기무국,버섯들깨찌개,감자버터구이
2016-07-01,금,2643,145,215,41,0.0,모닝롤/참치샌드 우유/주스 계란후라이 브로컬리죽/쌀밥  시금치국 볼어묵조림 포기김치  ,쌀밥/잡곡밥  수제비국 유자청제육볶음 두부새싹구이 양배추쌈*쌈장 포기김치  ,쌀밥/잡곡밥  차돌박이된장찌개 깐풍기 옥수수전 도토리묵무침 포기김치  ,879.0,513.0,7,볼어묵조림,수제비국,차돌박이된장찌개
2016-07-04,월,2643,88,190,385,0.0,모닝롤/카스텔라 우유/주스 계란후라이 호두죽/쌀밥  무채국 두부조림 포기김치  ,쌀밥/잡곡밥  감자고추장찌개 버섯불고기 맛살겨자초무침 노각무침 포기김치  ,쌀밥/잡곡밥  열무된장국 닭볶음탕 궁중떡찜 참나물 포기김치  ,1292.0,582.0,7,호두죽,맛살겨자초무침,궁중떡찜
2016-07-05,화,2643,55,226,376,0.0,모닝롤/바나나샌드 우유/주스 계란후라이 표고버섯죽/쌀밥  꽃게탕 시금치나물 포기김치  ,쌀밥/잡곡밥  쇠고기미역국 꽁치김치말이찜 모둠소세지구이 비름나물 배추겉절이  ,굴소스파인볶음밥  맑은국 탕수어 쫄면무침 단무지/또띠아칩 포기김치  ,952.0,551.0,7,표고버섯죽,꽁치김치말이찜,굴소스파인볶음밥
2016-07-06,수,2643,56,224,0,0.0,모닝롤/크로와상 우유/주스 계란후라이 닭죽/쌀밥  느타리버섯국 명엽채무침 포기김치  ,곤드레밥  가쯔오장국 닭강정 해물파전 통도라지구이 포기김치  ,쌀밥/잡곡밥  시금치국 오징어볶음 새우까스*탈탈소스 청경채겉절이 포기김치  ,939.0,484.0,7,느타리버섯국,닭강정,시금치국
2016-07-07,목,2643,64,238,340,0.0,모닝롤/씨크립샌드 우유/주스 스크램블에그 쇠고기죽/쌀밥  김치콩나물국 멸치호두볶음 포기김치  ,쌀밥/잡곡밥  된장찌개 갈치조림 돈육잡채 오이생채 포기김치  ,쌀밥/잡곡밥  함박스테이크 단호박스프 옥수수감자범벅 양배추피클/음료 깍두기  ,857.0,494.0,7,멸치호두볶음,갈치조림,옥수수감자범벅
2016-07-08,금,2643,155,260,60,0.0,모닝롤/치즈프레즐 우유/주스 계란후라이 김치죽/쌀밥  근대국 머위대나물 포기김치  ,쌀밥/잡곡밥  우무묵냉국 갈릭돈까스 감자볶음 영양부추 알타리김치  ,쌀밥/잡곡밥  알탕 고추잡채*꽃빵 동그랑땡전 김구이 포기김치  ,863.0,534.0,7,머위대나물,감자볶음,김구이
2016-07-11,월,2643,121,210,366,0.0,모닝롤/베이글 우유/주스 계란후라이 흑임자죽/쌀밥  감자국 마늘쫑볶음 포기김치  ,쌀밥/잡곡밥  호박잎찌개 돈육굴소스볶음 홍어채무침 모듬쌈*쌈장 포기김치  ,쌀밥/잡곡밥  부대찌개 가자미튀김 고기전 오이지 포기김치  ,1115.0,630.0,7,마늘쫑볶음,호박잎찌개,오이지
2016-07-12,화,2643,72,223,382,0.0,모닝롤/에그샌드 우유/주스 계란후라이 홍게살죽/쌀밥  쇠고기무국 숙주미나리나물 포기김치  ,쌀밥/잡곡밥  건새우아욱국 순살파닭 꽃맛살볶음 도라지나물 포기김치  ,볶음밥  쌀국수 수제핫도그 홍시드레싱샐러드 단무지무침 포기김치  ,919.0,519.0,7,숙주미나리나물,도라지나물,수제핫도그
